SERIAL_NUMBER,LOCAL_CODE,LOCAL_NAME,YEAR,POPULATION,POPULATION_BIRTH,POPULATION_DEATH,POPULATION_DEATH_U1,GDP,GDP_PC,SANITATION,BIRTH_RATE,IMR,CMR,AGE,POPULATION_TARGET,INDICATOR,FL_DROPOUT,NU_DOSE_FIRST,NU_DOSE_FINAL,NU_DROPOUT,PC_DROPOUT,PC_COVERAGE,FL_GOAL,CAT_GOAL,MHDI_E_CATEGORY,MHDI_L_CATEGORY,MHDI_I_CATEGORY
10534,352410,Ituverava,2019,41824,434,341,6,1593256.913,38094.32175,0.05,10.3768,13.8249,8.1532,0-1 year,434,FL_U1_BCG,0,,453,,,104.38,1,3,satisfactory,high,high
10535,352410,Ituverava,2020,42045,481,362,3,1593256.913,38094.32175,0.05,11.4401,6.237,8.6098,0-1 year,481,FL_U1_BCG,0,,234,,,48.65,0,1,satisfactory,high,high
10536,352410,Ituverava,2021,42259,384,448,4,1593256.913,38094.32175,0.05,9.0868,10.4167,10.6013,0-1 year,384,FL_U1_BCG,0,,264,,,68.75,0,2,satisfactory,high,high
10537,352420,Jaborandi,2019,6929,62,59,2,137505.313,19844.90013,0,8.9479,32.2581,8.5149,0-1 year,62,FL_U1_BCG,0,,58,,,93.55,1,3,satisfactory,high,satisfactory
10538,352420,Jaborandi,2020,6946,59,0,0,137505.313,19844.90013,0,8.4941,0,0,0-1 year,59,FL_U1_BCG,0,,30,,,50.85,0,2,satisfactory,high,satisfactory
10539,352420,Jaborandi,2021,6963,57,78,2,137505.313,19844.90013,0,8.1861,35.0877,11.2021,0-1 year,57,FL_U1_BCG,0,,6,,,10.53,0,1,satisfactory,high,satisfactory
10540,352430,Jaboticabal,2019,77263,766,650,16,2942385.574,38082.7249,0,9.9142,20.8877,8.4128,0-1 year,766,FL_U1_BCG,0,,331,,,43.21,0,1,satisfactory,high,high
10541,352430,Jaboticabal,2020,77652,744,651,7,2942385.574,38082.7249,0,9.5812,9.4086,8.3836,0-1 year,744,FL_U1_BCG,0,,565,,,75.94,0,2,satisfactory,high,high
10542,352430,Jaboticabal,2021,78029,722,862,5,2942385.574,38082.7249,0,9.253,6.9252,11.0472,0-1 year,722,FL_U1_BCG,0,,478,,,66.2,0,2,satisfactory,high,high
10543,352440,Jacareí,2019,233662,2889,1535,25,13361647.83,57183.65773,0.33,12.364,8.6535,6.5693,0-1 year,2889,FL_U1_BCG,0,,3055,,,105.75,1,3,satisfactory,high,satisfactory
10544,352440,Jacareí,2020,235416,2774,1663,27,13361647.83,57183.65773,0.33,11.7834,9.7332,7.0641,0-1 year,2774,FL_U1_BCG,0,,2181,,,78.62,0,2,satisfactory,high,satisfactory
10545,352440,Jacareí,2021,237119,2584,2157,26,13361647.83,57183.65773,0.33,10.8975,10.0619,9.0967,0-1 year,2584,FL_U1_BCG,0,,2426,,,93.89,1,3,satisfactory,high,satisfactory
10546,352450,Jaci,2019,7067,94,54,1,447241.438,63285.89755,0.12,13.3013,10.6383,7.6411,0-1 year,94,FL_U1_BCG,0,,45,,,47.87,0,1,satisfactory,high,satisfactory
10547,352450,Jaci,2020,7196,105,51,1,447241.438,63285.89755,0.12,14.5914,9.5238,7.0873,0-1 year,105,FL_U1_BCG,0,,54,,,51.43,0,2,satisfactory,high,satisfactory
10548,352450,Jaci,2021,7322,84,79,1,447241.438,63285.89755,0.12,11.4723,11.9048,10.7894,0-1 year,84,FL_U1_BCG,0,,40,,,47.62,0,1,satisfactory,high,satisfactory
10549,352460,Jacupiranga,2019,17866,228,104,6,509510.434,28518.43916,2.11,12.7617,26.3158,5.8211,0-1 year,228,FL_U1_BCG,0,,163,,,71.49,0,2,satisfactory,high,satisfactory
10550,352460,Jacupiranga,2020,17889,238,146,3,509510.434,28518.43916,2.11,13.3043,12.605,8.1614,0-1 year,238,FL_U1_BCG,0,,76,,,31.93,0,1,satisfactory,high,satisfactory
10551,352460,Jacupiranga,2021,17911,224,178,2,509510.434,28518.43916,2.11,12.5063,8.9286,9.938,0-1 year,224,FL_U1_BCG,0,,77,,,34.38,0,1,satisfactory,high,satisfactory
10552,352470,Jaguariúna,2019,57488,778,285,2,12348795.53,214806.4905,0.08,13.5333,2.5707,4.9576,0-1 year,778,FL_U1_BCG,0,,747,,,96.02,1,3,satisfactory,high,high
10553,352470,Jaguariúna,2020,58722,706,360,10,12348795.53,214806.4905,0.08,12.0228,14.1643,6.1306,0-1 year,706,FL_U1_BCG,0,,699,,,99.01,1,3,satisfactory,high,high
10554,352470,Jaguariúna,2021,59921,726,537,4,12348795.53,214806.4905,0.08,12.116,5.5096,8.9618,0-1 year,726,FL_U1_BCG,0,,630,,,86.78,0,2,satisfactory,high,high
10555,352480,Jales,2019,49107,529,424,3,1619431.201,32977.60403,0.11,10.7724,5.6711,8.6342,0-1 year,529,FL_U1_BCG,0,,521,,,98.49,1,3,satisfactory,high,high
10556,352480,Jales,2020,49201,530,523,3,1619431.201,32977.60403,0.11,10.7721,5.6604,10.6299,0-1 year,530,FL_U1_BCG,0,,461,,,86.98,0,2,satisfactory,high,high
10557,352480,Jales,2021,49291,475,607,6,1619431.201,32977.60403,0.11,9.6366,12.6316,12.3146,0-1 year,475,FL_U1_BCG,0,,325,,,68.42,0,2,satisfactory,high,high
10558,352490,Jambeiro,2019,6602,67,40,2,254628.459,38568.38216,0.28,10.1484,29.8507,6.0588,0-1 year,67,FL_U1_BCG,0,,2,,,2.99,0,1,satisfactory,high,satisfactory
10559,352490,Jambeiro,2020,6717,65,0,0,254628.459,38568.38216,0.28,9.6769,0,0,0-1 year,65,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
10560,352490,Jambeiro,2021,6828,71,46,1,254628.459,38568.38216,0.28,10.3984,14.0845,6.737,0-1 year,71,FL_U1_BCG,0,,1,,,1.41,0,1,satisfactory,high,satisfactory
10561,352500,Jandira,2019,124937,1596,462,15,4159697.735,33294.36224,1.19,12.7744,9.3985,3.6979,0-1 year,1596,FL_U1_BCG,0,,956,,,59.9,0,2,satisfactory,high,satisfactory
10562,352500,Jandira,2020,126356,1483,637,20,4159697.735,33294.36224,1.19,11.7367,13.4862,5.0413,0-1 year,1483,FL_U1_BCG,0,,348,,,23.47,0,1,satisfactory,high,satisfactory
10563,352500,Jandira,2021,127734,1443,762,14,4159697.735,33294.36224,1.19,11.2969,9.702,5.9655,0-1 year,1443,FL_U1_BCG,0,,84,,,5.82,0,1,satisfactory,high,satisfactory
10564,352510,Jardinópolis,2019,44380,593,284,5,1207733.231,27213.45721,0.37,13.3619,8.4317,6.3993,0-1 year,593,FL_U1_BCG,0,,512,,,86.34,0,2,satisfactory,high,satisfactory
10565,352510,Jardinópolis,2020,44970,546,335,3,1207733.231,27213.45721,0.37,12.1414,5.4945,7.4494,0-1 year,546,FL_U1_BCG,0,,52,,,9.52,0,1,satisfactory,high,satisfactory
10566,352510,Jardinópolis,2021,45544,509,434,4,1207733.231,27213.45721,0.37,11.176,7.8585,9.5292,0-1 year,509,FL_U1_BCG,0,,221,,,43.42,0,1,satisfactory,high,satisfactory
10567,352520,Jarinu,2019,30044,495,238,3,2525545.512,84061.56011,2.84,16.4758,6.0606,7.9217,0-1 year,495,FL_U1_BCG,0,,506,,,102.22,1,3,satisfactory,high,satisfactory
10568,352520,Jarinu,2020,30617,414,268,5,2525545.512,84061.56011,2.84,13.5219,12.0773,8.7533,0-1 year,414,FL_U1_BCG,0,,339,,,81.88,0,2,satisfactory,high,satisfactory
10569,352520,Jarinu,2021,31173,451,276,5,2525545.512,84061.56011,2.84,14.4676,11.0865,8.8538,0-1 year,451,FL_U1_BCG,0,,138,,,30.6,0,1,satisfactory,high,satisfactory
10570,352530,Jaú,2019,150252,1534,1064,10,4903683.58,32636.39472,0.09,10.2095,6.5189,7.0814,0-1 year,1534,FL_U1_BCG,0,,1152,,,75.1,0,2,satisfactory,high,high
10571,352530,Jaú,2020,151881,1463,1136,16,4903683.58,32636.39472,0.09,9.6325,10.9364,7.4795,0-1 year,1463,FL_U1_BCG,0,,1145,,,78.26,0,2,satisfactory,high,high
10572,352530,Jaú,2021,153463,1407,1557,14,4903683.58,32636.39472,0.09,9.1683,9.9502,10.1458,0-1 year,1407,FL_U1_BCG,0,,513,,,36.46,0,1,satisfactory,high,high
10573,352540,Jeriquara,2019,3159,27,0,0,103672.344,32818.08927,0,8.547,0,0,0-1 year,27,FL_U1_BCG,0,,35,,,129.63,1,4,satisfactory,high,satisfactory
10574,352540,Jeriquara,2020,3151,43,25,1,103672.344,32818.08927,0,13.6465,23.2558,7.934,0-1 year,43,FL_U1_BCG,0,,55,,,127.91,1,4,satisfactory,high,satisfactory
10575,352540,Jeriquara,2021,3143,53,0,0,103672.344,32818.08927,0,16.8629,0,0,0-1 year,53,FL_U1_BCG,0,,62,,,116.98,1,3,satisfactory,high,satisfactory
10576,352550,Joanópolis,2019,13220,155,0,0,213334.725,16137.27118,2.23,11.7247,0,0,0-1 year,155,FL_U1_BCG,0,,43,,,27.74,0,1,satisfactory,high,satisfactory
10577,352550,Joanópolis,2020,13338,152,116,1,213334.725,16137.27118,2.23,11.396,6.5789,8.697,0-1 year,152,FL_U1_BCG,0,,39,,,25.66,0,1,satisfactory,high,satisfactory
10578,352550,Joanópolis,2021,13453,124,144,1,213334.725,16137.27118,2.23,9.2173,8.0645,10.7039,0-1 year,124,FL_U1_BCG,0,,17,,,13.71,0,1,satisfactory,high,satisfactory
10579,352560,João Ramalho,2019,4523,49,0,0,127091.836,28099.01304,1.41,10.8335,0,0,0-1 year,49,FL_U1_BCG,0,,50,,,102.04,1,3,satisfactory,high,satisfactory
10580,352560,João Ramalho,2020,4551,54,0,0,127091.836,28099.01304,1.41,11.8655,0,0,0-1 year,54,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
10581,352560,João Ramalho,2021,4577,52,47,1,127091.836,28099.01304,1.41,11.3612,19.2308,10.2687,0-1 year,52,FL_U1_BCG,0,,39,,,75,0,2,satisfactory,high,satisfactory
10582,352570,José Bonifácio,2019,37015,449,292,6,1262897.426,34118.53103,2.52,12.1302,13.363,7.8887,0-1 year,449,FL_U1_BCG,0,,42,,,9.35,0,1,satisfactory,high,high
10583,352570,José Bonifácio,2020,37366,424,287,4,1262897.426,34118.53103,2.52,11.3472,9.434,7.6808,0-1 year,424,FL_U1_BCG,0,,27,,,6.37,0,1,satisfactory,high,high
10584,352570,José Bonifácio,2021,37707,446,397,4,1262897.426,34118.53103,2.52,11.828,8.9686,10.5285,0-1 year,446,FL_U1_BCG,0,,22,,,4.93,0,1,satisfactory,high,high
10585,352580,Júlio Mesquita,2019,4776,63,0,0,53659.34,11235.20519,2.04,13.191,0,0,0-1 year,63,FL_U1_BCG,0,,55,,,87.3,0,2,satisfactory,high,satisfactory
10586,352580,Júlio Mesquita,2020,4800,57,0,0,53659.34,11235.20519,2.04,11.875,0,0,0-1 year,57,FL_U1_BCG,0,,12,,,21.05,0,1,satisfactory,high,satisfactory
10587,352580,Júlio Mesquita,2021,4824,60,0,0,53659.34,11235.20519,2.04,12.4378,0,0,0-1 year,60,FL_U1_BCG,0,,5,,,8.33,0,1,satisfactory,high,satisfactory
10588,352585,Jumirim,2019,3367,40,17,1,123159.638,36578.44906,0,11.88,25,5.049,0-1 year,40,FL_U1_BCG,0,,33,,,82.5,0,2,satisfactory,high,satisfactory
10589,352585,Jumirim,2020,3418,35,0,0,123159.638,36578.44906,0,10.2399,0,0,0-1 year,35,FL_U1_BCG,0,,17,,,48.57,0,1,satisfactory,high,satisfactory
10590,352585,Jumirim,2021,3467,43,0,0,123159.638,36578.44906,0,12.4027,0,0,0-1 year,43,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
10591,352590,Jundiaí,2019,418962,6144,2996,45,46952323.25,112068.2144,0.49,14.6648,7.3242,7.151,0-1 year,6144,FL_U1_BCG,0,,5385,,,87.65,0,2,high,high,high
10592,352590,Jundiaí,2020,423006,5794,3332,43,46952323.25,112068.2144,0.49,13.6972,7.4215,7.877,0-1 year,5794,FL_U1_BCG,0,,7590,,,131,1,4,high,high,high
10593,352590,Jundiaí,2021,426935,5538,4269,47,46952323.25,112068.2144,0.49,12.9715,8.4868,9.9992,0-1 year,5538,FL_U1_BCG,0,,8826,,,150,1,4,high,high,high
10594,352600,Junqueirópolis,2019,20679,235,158,5,592800.187,28666.77243,0.1,11.3642,21.2766,7.6406,0-1 year,235,FL_U1_BCG,0,,221,,,94.04,1,3,satisfactory,high,satisfactory
10595,352600,Junqueirópolis,2020,20831,216,191,2,592800.187,28666.77243,0.1,10.3692,9.2593,9.169,0-1 year,216,FL_U1_BCG,0,,181,,,83.8,0,2,satisfactory,high,satisfactory
10596,352600,Junqueirópolis,2021,20978,199,274,2,592800.187,28666.77243,0.1,9.4861,10.0503,13.0613,0-1 year,199,FL_U1_BCG,0,,146,,,73.37,0,2,satisfactory,high,satisfactory
10597,352610,Juquiá,2019,18812,281,170,5,346828.714,18436.56783,5.64,14.9373,17.7936,9.0368,0-1 year,281,FL_U1_BCG,0,,322,,,114.59,1,3,satisfactory,high,satisfactory
10598,352610,Juquiá,2020,18718,238,181,3,346828.714,18436.56783,5.64,12.715,12.605,9.6698,0-1 year,238,FL_U1_BCG,0,,240,,,100.84,1,3,satisfactory,high,satisfactory
10599,352610,Juquiá,2021,18627,217,223,4,346828.714,18436.56783,5.64,11.6498,18.4332,11.9719,0-1 year,217,FL_U1_BCG,0,,151,,,69.59,0,2,satisfactory,high,satisfactory
10600,352620,Juquitiba,2019,31444,452,246,5,544350.986,17311.76015,3.35,14.3748,11.0619,7.8234,0-1 year,452,FL_U1_BCG,0,,122,,,26.99,0,1,satisfactory,high,satisfactory
10601,352620,Juquitiba,2020,31646,426,221,6,544350.986,17311.76015,3.35,13.4614,14.0845,6.9835,0-1 year,426,FL_U1_BCG,0,,122,,,28.64,0,1,satisfactory,high,satisfactory
10602,352620,Juquitiba,2021,31844,350,281,3,544350.986,17311.76015,3.35,10.9911,8.5714,8.8243,0-1 year,350,FL_U1_BCG,0,,30,,,8.57,0,1,satisfactory,high,satisfactory
10603,352630,Lagoinha,2019,4896,55,0,0,61902.812,12643.5482,0.8,11.2337,0,0,0-1 year,55,FL_U1_BCG,0,,66,,,120,1,3,satisfactory,high,satisfactory
10604,352630,Lagoinha,2020,4889,37,41,1,61902.812,12643.5482,0.8,7.568,27.027,8.3862,0-1 year,37,FL_U1_BCG,0,,18,,,48.65,0,1,satisfactory,high,satisfactory
10605,352630,Lagoinha,2021,4882,46,0,0,61902.812,12643.5482,0.8,9.4224,0,0,0-1 year,46,FL_U1_BCG,0,,21,,,45.65,0,1,satisfactory,high,satisfactory
10606,352640,Laranjal Paulista,2019,28516,362,222,2,1149563.408,40312.92636,0,12.6946,5.5249,7.7851,0-1 year,362,FL_U1_BCG,0,,318,,,87.85,0,2,satisfactory,high,satisfactory
10607,352640,Laranjal Paulista,2020,28785,370,208,7,1149563.408,40312.92636,0,12.8539,18.9189,7.226,0-1 year,370,FL_U1_BCG,0,,151,,,40.81,0,1,satisfactory,high,satisfactory
10608,352640,Laranjal Paulista,2021,29047,353,348,4,1149563.408,40312.92636,0,12.1527,11.3314,11.9806,0-1 year,353,FL_U1_BCG,0,,105,,,29.75,0,1,satisfactory,high,satisfactory
10609,352650,Lavínia,2019,11980,45,0,0,155478.847,12978.20092,1.19,3.7563,0,0,0-1 year,45,FL_U1_BCG,0,,41,,,91.11,1,3,satisfactory,high,satisfactory
10610,352650,Lavínia,2020,12285,43,49,2,155478.847,12978.20092,1.19,3.5002,46.5116,3.9886,0-1 year,43,FL_U1_BCG,0,,44,,,102.33,1,3,satisfactory,high,satisfactory
10611,352650,Lavínia,2021,12581,31,64,1,155478.847,12978.20092,1.19,2.464,32.2581,5.087,0-1 year,31,FL_U1_BCG,0,,28,,,90.32,1,3,satisfactory,high,satisfactory
10612,352660,Lavrinhas,2019,7260,82,43,2,103393.739,14241.56185,0.55,11.2948,24.3902,5.9229,0-1 year,82,FL_U1_BCG,0,,48,,,58.54,0,2,satisfactory,high,satisfactory
10613,352660,Lavrinhas,2020,7311,107,0,0,103393.739,14241.56185,0.55,14.6355,0,0,0-1 year,107,FL_U1_BCG,0,,17,,,15.89,0,1,satisfactory,high,satisfactory
10614,352660,Lavrinhas,2021,7361,91,84,2,103393.739,14241.56185,0.55,12.3625,21.978,11.4115,0-1 year,91,FL_U1_BCG,0,,8,,,8.79,0,1,satisfactory,high,satisfactory
10615,352670,Leme,2019,103391,1125,708,14,3388715.699,32775.73192,0.16,10.881,12.4444,6.8478,0-1 year,1125,FL_U1_BCG,0,,729,,,64.8,0,2,satisfactory,high,satisfactory
10616,352670,Leme,2020,104346,1210,807,16,3388715.699,32775.73192,0.16,11.596,13.2231,7.7339,0-1 year,1210,FL_U1_BCG,0,,1113,,,91.98,1,3,satisfactory,high,satisfactory
10617,352670,Leme,2021,105273,982,1014,9,3388715.699,32775.73192,0.16,9.3281,9.165,9.6321,0-1 year,982,FL_U1_BCG,0,,606,,,61.71,0,2,satisfactory,high,satisfactory
10618,352680,Lençóis Paulista,2019,68432,814,484,8,3074027.515,44920.9071,0.03,11.895,9.828,7.0727,0-1 year,814,FL_U1_BCG,0,,683,,,83.91,0,2,satisfactory,high,satisfactory
10619,352680,Lençóis Paulista,2020,68990,807,474,4,3074027.515,44920.9071,0.03,11.6973,4.9566,6.8706,0-1 year,807,FL_U1_BCG,0,,722,,,89.47,0,2,satisfactory,high,satisfactory
10620,352680,Lençóis Paulista,2021,69533,813,591,9,3074027.515,44920.9071,0.03,11.6923,11.0701,8.4996,0-1 year,813,FL_U1_BCG,0,,649,,,79.83,0,2,satisfactory,high,satisfactory
10621,352690,Limeira,2019,306114,3499,2173,36,13785897.09,45035.17346,0.6,11.4304,10.2887,7.0987,0-1 year,3499,FL_U1_BCG,0,,4590,,,131.18,1,4,satisfactory,high,high
10622,352690,Limeira,2020,308482,3343,2411,43,13785897.09,45035.17346,0.6,10.8369,12.8627,7.8157,0-1 year,3343,FL_U1_BCG,0,,4243,,,126.92,1,4,satisfactory,high,high
10623,352690,Limeira,2021,310783,3195,2988,41,13785897.09,45035.17346,0.6,10.2805,12.8326,9.6144,0-1 year,3195,FL_U1_BCG,0,,3902,,,122.13,1,4,satisfactory,high,high
10624,352700,Lindóia,2019,7980,73,54,1,185637.018,23262.78421,0.41,9.1479,13.6986,6.7669,0-1 year,73,FL_U1_BCG,0,,36,,,49.32,0,1,satisfactory,high,satisfactory
10625,352700,Lindóia,2020,8092,72,53,1,185637.018,23262.78421,0.41,8.8977,13.8889,6.5497,0-1 year,72,FL_U1_BCG,0,,59,,,81.94,0,2,satisfactory,high,satisfactory
10626,352700,Lindóia,2021,8201,85,0,0,185637.018,23262.78421,0.41,10.3646,0,0,0-1 year,85,FL_U1_BCG,0,,59,,,69.41,0,2,satisfactory,high,satisfactory
10627,352710,Lins,2019,78013,905,657,14,5382602.03,68996.21896,0.26,11.6006,15.4696,8.4217,0-1 year,905,FL_U1_BCG,0,,814,,,89.94,0,2,satisfactory,high,high
10628,352710,Lins,2020,78503,869,735,17,5382602.03,68996.21896,0.26,11.0696,19.5627,9.3627,0-1 year,869,FL_U1_BCG,0,,672,,,77.33,0,2,satisfactory,high,high
10629,352710,Lins,2021,78978,800,953,12,5382602.03,68996.21896,0.26,10.1294,15,12.0667,0-1 year,800,FL_U1_BCG,0,,638,,,79.75,0,2,satisfactory,high,high
10630,352720,Lorena,2019,88706,1098,677,12,2839019.596,32004.82037,0.34,12.378,10.929,7.632,0-1 year,1098,FL_U1_BCG,0,,690,,,62.84,0,2,satisfactory,high,satisfactory
10631,352720,Lorena,2020,89125,1041,719,12,2839019.596,32004.82037,0.34,11.6802,11.5274,8.0673,0-1 year,1041,FL_U1_BCG,0,,1632,,,150,1,4,satisfactory,high,satisfactory
10632,352720,Lorena,2021,89532,1070,868,9,2839019.596,32004.82037,0.34,11.951,8.4112,9.6949,0-1 year,1070,FL_U1_BCG,0,,1962,,,150,1,4,satisfactory,high,satisfactory
10633,352725,Lourdes,2019,2289,13,26,1,35100.674,15334.50153,0,5.6793,76.9231,11.3587,0-1 year,13,FL_U1_BCG,0,,25,,,150,1,4,satisfactory,high,satisfactory
10634,352725,Lourdes,2020,2300,21,0,0,35100.674,15334.50153,0,9.1304,0,0,0-1 year,21,FL_U1_BCG,0,,15,,,71.43,0,2,satisfactory,high,satisfactory
10635,352725,Lourdes,2021,2311,16,22,1,35100.674,15334.50153,0,6.9234,62.5,9.5197,0-1 year,16,FL_U1_BCG,0,,5,,,31.25,0,1,satisfactory,high,satisfactory
10636,352730,Louveira,2019,48885,808,206,8,16064221.35,328612.4855,0.88,16.5286,9.901,4.214,0-1 year,808,FL_U1_BCG,0,,772,,,95.54,1,3,satisfactory,high,high
10637,352730,Louveira,2020,49993,781,263,15,16064221.35,328612.4855,0.88,15.6222,19.2061,5.2607,0-1 year,781,FL_U1_BCG,0,,612,,,78.36,0,2,satisfactory,high,high
10638,352730,Louveira,2021,51007,735,314,6,16064221.35,328612.4855,0.88,14.4098,8.1633,6.156,0-1 year,735,FL_U1_BCG,0,,353,,,48.03,0,1,satisfactory,high,high
10639,352740,Lucélia,2019,21747,203,170,2,402291.145,18498.69614,0.27,9.3346,9.8522,7.8172,0-1 year,203,FL_U1_BCG,0,,42,,,20.69,0,1,satisfactory,high,satisfactory
10640,352740,Lucélia,2020,21886,192,201,1,402291.145,18498.69614,0.27,8.7727,5.2083,9.184,0-1 year,192,FL_U1_BCG,0,,20,,,10.42,0,1,satisfactory,high,satisfactory
10641,352740,Lucélia,2021,22022,179,238,2,402291.145,18498.69614,0.27,8.1282,11.1732,10.8074,0-1 year,179,FL_U1_BCG,0,,11,,,6.15,0,1,satisfactory,high,satisfactory
10642,352750,Lucianópolis,2019,2394,25,0,0,53931.964,22527.9716,0.08,10.4428,0,0,0-1 year,25,FL_U1_BCG,0,,20,,,80,0,2,satisfactory,high,satisfactory
10643,352750,Lucianópolis,2020,2403,28,0,0,53931.964,22527.9716,0.08,11.6521,0,0,0-1 year,28,FL_U1_BCG,0,,25,,,89.29,0,2,satisfactory,high,satisfactory
10644,352750,Lucianópolis,2021,2412,26,25,2,53931.964,22527.9716,0.08,10.7794,76.9231,10.3648,0-1 year,26,FL_U1_BCG,0,,6,,,23.08,0,1,satisfactory,high,satisfactory
10645,352760,Luís Antônio,2019,14947,154,69,1,1386495.354,92760.77835,0,10.3031,6.4935,4.6163,0-1 year,154,FL_U1_BCG,0,,167,,,108.44,1,3,satisfactory,high,satisfactory
10646,352760,Luís Antônio,2020,15292,149,79,1,1386495.354,92760.77835,0,9.7437,6.7114,5.1661,0-1 year,149,FL_U1_BCG,0,,39,,,26.17,0,1,satisfactory,high,satisfactory
10647,352760,Luís Antônio,2021,15628,161,92,2,1386495.354,92760.77835,0,10.302,12.4224,5.8869,0-1 year,161,FL_U1_BCG,0,,6,,,3.73,0,1,satisfactory,high,satisfactory
10648,352770,Luiziânia,2019,5790,56,47,1,75909.241,13110.40432,0.35,9.6718,17.8571,8.1174,0-1 year,56,FL_U1_BCG,0,,120,,,150,1,4,satisfactory,high,satisfactory
10649,352770,Luiziânia,2020,5855,53,0,0,75909.241,13110.40432,0.35,9.0521,0,0,0-1 year,53,FL_U1_BCG,0,,26,,,49.06,0,1,satisfactory,high,satisfactory
10650,352770,Luiziânia,2021,5918,72,52,2,75909.241,13110.40432,0.35,12.1663,27.7778,8.7868,0-1 year,72,FL_U1_BCG,0,,57,,,79.17,0,2,satisfactory,high,satisfactory
10651,352780,Lupércio,2019,4584,43,0,0,73373.052,16006.3377,0.07,9.3805,0,0,0-1 year,43,FL_U1_BCG,0,,49,,,113.95,1,3,satisfactory,high,satisfactory
10652,352780,Lupércio,2020,4596,48,27,1,73373.052,16006.3377,0.07,10.4439,20.8333,5.8747,0-1 year,48,FL_U1_BCG,0,,26,,,54.17,0,2,satisfactory,high,satisfactory
10653,352780,Lupércio,2021,4608,44,47,1,73373.052,16006.3377,0.07,9.5486,22.7273,10.1997,0-1 year,44,FL_U1_BCG,0,,9,,,20.45,0,1,satisfactory,high,satisfactory
10654,352790,Lutécia,2019,2649,36,24,1,73293.541,27668.3809,0.19,13.59,27.7778,9.06,0-1 year,36,FL_U1_BCG,0,,13,,,36.11,0,1,satisfactory,high,satisfactory
10655,352790,Lutécia,2020,2636,23,0,0,73293.541,27668.3809,0.19,8.7253,0,0,0-1 year,23,FL_U1_BCG,0,,7,,,30.43,0,1,satisfactory,high,satisfactory
10656,352790,Lutécia,2021,2623,37,28,1,73293.541,27668.3809,0.19,14.106,27.027,10.6748,0-1 year,37,FL_U1_BCG,0,,10,,,27.03,0,1,satisfactory,high,satisfactory
10657,352800,Macatuba,2019,17163,201,119,4,643600.999,37499.3299,0.11,11.7112,19.9005,6.9335,0-1 year,201,FL_U1_BCG,0,,31,,,15.42,0,1,satisfactory,high,high
10658,352800,Macatuba,2020,17214,200,133,1,643600.999,37499.3299,0.11,11.6185,5,7.7263,0-1 year,200,FL_U1_BCG,0,,21,,,10.5,0,1,satisfactory,high,high
10659,352800,Macatuba,2021,17263,174,178,1,643600.999,37499.3299,0.11,10.0794,5.7471,10.3111,0-1 year,174,FL_U1_BCG,0,,131,,,75.29,0,2,satisfactory,high,high
10660,352810,Macaubal,2019,8120,79,0,0,170372.152,20981.79212,0,9.7291,0,0,0-1 year,79,FL_U1_BCG,0,,21,,,26.58,0,1,satisfactory,high,satisfactory
10661,352810,Macaubal,2020,8147,66,62,1,170372.152,20981.79212,0,8.1011,15.1515,7.6102,0-1 year,66,FL_U1_BCG,0,,7,,,10.61,0,1,satisfactory,high,satisfactory
10662,352810,Macaubal,2021,8174,61,88,2,170372.152,20981.79212,0,7.4627,32.7869,10.7658,0-1 year,61,FL_U1_BCG,0,,4,,,6.56,0,1,satisfactory,high,satisfactory
10663,352820,Macedônia,2019,3698,39,37,1,75292.461,20360.31936,0.09,10.5462,25.641,10.0054,0-1 year,39,FL_U1_BCG,0,,22,,,56.41,0,2,satisfactory,high,satisfactory
10664,352820,Macedônia,2020,3692,36,0,0,75292.461,20360.31936,0.09,9.7508,0,0,0-1 year,36,FL_U1_BCG,0,,3,,,8.33,0,1,satisfactory,high,satisfactory
10665,352820,Macedônia,2021,3686,41,0,0,75292.461,20360.31936,0.09,11.1232,0,0,0-1 year,41,FL_U1_BCG,0,,1,,,2.44,0,1,satisfactory,high,satisfactory
10666,352830,Magda,2019,3119,29,37,1,95433.453,30597.45207,0,9.2979,34.4828,11.8628,0-1 year,29,FL_U1_BCG,0,,13,,,44.83,0,1,satisfactory,high,satisfactory
10667,352830,Magda,2020,3102,20,0,0,95433.453,30597.45207,0,6.4475,0,0,0-1 year,20,FL_U1_BCG,0,,2,,,10,0,1,satisfactory,high,satisfactory
10668,352830,Magda,2021,3086,17,0,0,95433.453,30597.45207,0,5.5087,0,0,0-1 year,17,FL_U1_BCG,0,,2,,,11.76,0,1,satisfactory,high,satisfactory
10669,352840,Mairinque,2019,47150,685,289,5,1712055.347,36310.8239,3.8,14.5281,7.2993,6.1294,0-1 year,685,FL_U1_BCG,0,,207,,,30.22,0,1,satisfactory,high,satisfactory
10670,352840,Mairinque,2020,47441,653,357,4,1712055.347,36310.8239,3.8,13.7645,6.1256,7.5251,0-1 year,653,FL_U1_BCG,0,,6,,,0.92,0,1,satisfactory,high,satisfactory
10671,352840,Mairinque,2021,47723,613,475,8,1712055.347,36310.8239,3.8,12.845,13.0506,9.9533,0-1 year,613,FL_U1_BCG,0,,2,,,0.33,0,1,satisfactory,high,satisfactory
